Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
08-03-1945,10:11,"FortdeFrance,Martinique",PanAmericanWorldAirways,216,PortofSpain-FortdeFrance,SikorskyS-43(flyingboat),NC15066,4306,14,10,4,4,4,0,0,TheaircraftcrashedwhilelandingatFortdeFrance.Theplanesankand4passengersdrowned.Theattemptbythepilottolandtheaircraftinconditionsofwatersurfacenotsuitableforlandingofaflyingboat.
09-07-1945,2:13,"Florence,SouthCarolina",EasternAirLines,42,Miami-NewYorkCity,DouglasDC-3,NC33631,4137,22,19,3,22,19,3,0,"FirewasdiscoveredonboardtheaircraftafterhavingpassedFlorence.Thefireoriginatedinthegeneralareaoftherightsideoftherearcargocompartmentandlavatory.TheaircraftdescendedtoaloweraltitudewhilereturningtoFlorence,strucktwolargetreesandcrashed.Afireofundeterminedoriginintherearcargocompartmentorlavatorywhichresultedintheinabilityofthepilottomaintainaltitudelongenoughtoeffectanemergencylanding."
10-05-1945,1:05,"Lakeland,Florida",NationalAirlines,16,Miami-Jacksonville,Lockheed18Lodestar,NC18199,2265,15,12,3,2,2,0,0,Crashedintoalakewhileattemptingtoexecuteamissedapproach.Thefaultyexecutionofamissedapproachprocedureresultinginsettlingoftheaircraftintoawaterareabeyondthelandingrunway.
12/30/1945,21:13,"NewYorkCity,NewYork",EasternAirLines,14,Philadelphia-NewYorkCity,DouglasDC-3,NC18l23,1999,12,9,3,1,1,0,0,"Thepilot,inthebeliefthathewasencounteringenginetrouble,attemptedalandingdespitealandingapproachwhichwastoohighandtoofast.Initialcontactwiththerunwaywasmadeatapointwhichprovidedinsufficientroomforalandingrollandatanairspeedconsiderableinexcessofnormal.Thepilotwasunabletobringtheaircrafttoastopintimetoavoidovershootingtherunway.Thedecisionofthepilotinattemptingalandingfromanapproachwhichwastoohighandtoofast."
01-06-1946,3:59,"Birmingham,Alabama",PennsylvaniaCentralAirlines,105,"NewYorkCity-Birmingham,AL",DouglasDC-3,N21786,4131,11,7,4,3,0,3,0,"Inworseningweatherconditions,theplanelandedfastandhighwhilemakinganinstrumentapproachtoBirmingham,overrantherunway,crashedthroughthebarrierfenceandintoacreek.Theactionofthepilotincommittinghimselftoalandingfromanapproachwhichwastoohighandtoofast."
1/18/1946,11:03,"Cheshire,Connecticut",EasternAirLines,16B,NewYork-Boston,DouglasDC-3-201E,NC19970,3254,17,14,3,17,14,3,0,"TheaircraftlostcontrolandspiraledintothegroundaftertheNo.1enginecaughtonfireandtheleftwingseparatedfromtheaircraft.Thefire,causedbythefailureofafuellineorfuellineconnection,ledtofailureoftheleftwing."
1/31/1946,2:47,"Mt.Elk,Wyoming",UnitedAirLines,14,Boise-Denver,DouglasDC-3-194H,NC25675,2147,21,18,3,21,18,3,0,"TheaircraftcrashedintoElkMountainafterthecrewmadeanunauthorizeddeviationfromtheprescribedrouteatanaltitudeinsufficienttoassureadequateclearanceoverElkMountain.Flighthadoriginallyfiledfor13,000ft.Butlateramendedtheflightplanto11,000ft.ElkMountainis11,152ft.MSL."
03-03-1946,8:12,"LiveOakSprings,California",AmericanAirlines,6-103,Dallas-Tucon-SanDiego,DouglasDC-3-227B,NC21799,2203,27,24,3,27,24,3,0,"WhileonapproachtoSanDiego,theaircraftflewintoTierraBlancaMountainatanaltitudeof4,500feetinfog,explodedandburned.ThecrewdescendedintoinstrumentconditionstoanaltitudebelowthatrequiredtomaintainclearanceoverThingMountain.Thereasonforthedescentwasnotdetermined."
8/21/1946,4:19,"Moline,Illinois",TransLuxuryAirlines,878,Teterboro-Chicago-SanFrancisco,DouglasC-47-DL,N51878,4542,25,22,3,2,0,2,0,"WhiletheaircraftwasflyingnearMoline,theNo.1enginefailed.Thepropwasfeatheredandadescentinitiatedforanemergencylanding.Theaircraftovershotthelandingandago-aroundwasexecuted.Aleftturnwasmadewiththegearandflapsextended.Theleftwingtouchedthegroundandtheaircraftcartwheeled.TheenginefailurewascausedbyaNo.5cylinderfracture."
09-05-1946,2:00,"Elko,Nevada",Trans-LuxuryAirlines,850,NewYorkCity-SanFrancisco,DouglasDC-3(C-47-A5-DL),NC57850,9214,22,19,3,21,18,3,0,TheaircraftlostcontactwiththegroundinfogandcrashedintoahillsidewhileattemptingtolandatElkoAirport.Atwo-year-oldboywastheonlysurvivor.Thepilotcontinuedtheapproachafterlosingvisualcontactwiththeairportduetofog.Unfamiliarityofthepilotwiththeterrain.Insufficentfuelaboardtoproceedtoanalternatelandingsite.
10-08-1946,4:33,"Cheyenne,Wyoming",UnitedAirLines,28,SanFrancisco-Cheyenne-Chicago,DouglasDC-4,N30051,10471,41,37,4,2,2,0,0,"Aftertwolandingattempts,thepilottriedtolandonadifferentrunway.Thewingstruckthegroundandtheplaneskidded800ft.Alossofaltitudeduringaturnpreparatorytoafinalapproachwhilethepilotwasmanoeuvringinanattempttoland.Theaircraftwasnamed""MainlinerLakeMichigan."""
10/17/1946,0:57,"Laramie,Wyoming",NationalAirTransportServices,942,Oakland-Chicago,DouglasDC-3,NC38942,12971,13,10,3,13,10,3,0,CrashedduringasnowstormintoprairielandswhileattemptingtolandatLaramie.Weatherconditionsweredeterioratingrapidlyandworsethanpredicted.Theactionofthepilotinmaneuveringtheaircraftatadangerouslylowaltitudeunderextremelyadverseweatherconditionsinanattempttoland.Acontributingfactorwasthenegligenceofthepilotinplanningaflightintoanareainwhichadverseweatherconditionswereforecastwithoutmakingadequateprovisionsforasuitablealternateairport.
11-11-1946,3:30,"Cleveland,Ohio",UnitedAirLines,404,Chicago-Cleveland,DouglasDC-3(C-53D-DO),N19947,4873,20,17,3,2,0,2,0,Struckpowerlinesandtreesandcrashed500feetshortoftherunway.TheerrorofthepilotinestablishinganapproachtowardanareanotclearedforlandingasaresultofhavingmistakentheendmarkersofRunway23forthoseofRunway31.AcontributingfactorwasthefailureofthepilottoabandonhisattempttolandatClevelandAirportwhenconfrontedwithweatherconditionsbelowtheminimumsprescribedforthatairport.
11/13/1946,3:41,"Lebec,California",WesternAirlines,23,Palmdale-Burbank,DouglasC-53D-DO(DC-3),NC18645,11662,11,8,3,11,8,3,0,"TheaircraftcrashedintoWhiteMountainatanelevationof6,000feet,inrainand70mphwindsafterbeingblownoffcoursewhileonaheadingfromPalmdaletoNewhall.Possibledowndraft.Theactionofthepilotinmakinganinstrumentletdownwithoutpreviouslyestablishingapositiveradiofix.Thisactionwasaggravatedbyconditionsofseverestatic,windinexcessofanticipatedvelocities,preoccupationwithanunusualamountofradioconversation,andtheinoperativeNewhallradiorange."
12/24/1946,19:19,"NearSanDiego,California",WesternAirlines,44,Holtville-SanDiego,DouglasDC-3(C-53D-DO),NC45395,42-68715,12,9,3,12,9,3,0,"CrashedeastslopeofCuyapaipeMountainat6,120ft.inSanDiegoCountyinpoorweatherconditions.Theconductoftheflightatanaltitudewhichwouldnotclearobstructions,duetoanerrorbythepilotindetermininghispositionwithrespecttoLagunaMountain."
12/28/1946,2:09,"NearShannon,Ireland",TransContinentalandWesternAir,6963,Paris-Shannon,Lockheed049Consellation,NC86505,2026,23,14,9,13,9,4,0,"Crashed1milefromtheairportonanislandsituatedontheFergusRiver.Inaccuratealtimeterreadingcausedbythereversaloftheprimaryandstaticsourcelineswhichresultedinthepilotmakinghisapproachattoolowanaltitude.Also,restrictionofvisionfromthecockpitbecauseoffoggingofanunheatedwindshield.TheplanewasnamedCairoSkychief."
12/28/1946,9:19,"MichiganCity,Indiana",AmericanAirlines,2207,Buffalo-Chicago,DouglasDC-3(C-50A-DO),N15577,4805,21,18,3,2,0,2,0,Crashedafterloosingpowerinbothenginesduetofuelstarvation.Theaccumulationofcarburetoricefollowingthelossofpowerinbothenginesasaresultoffuelstarvation.Thereasonforfuelstarvationcouldnotbedetermined.
01-12-1947,1:38,"NearGalax,Virginia",EasternAirLines,665,"Akron,OH-Winston/Salem,NC",DouglasDC-3,NC88872,3274,19,16,3,18,15,3,0,"Theaircraftflewintothegroundatanaltitudeof2,500ft.,63milesnorthwestofWinston-Salem.Thepilottookanunapprovedrouteandletdownwithouthavingpositivelydeterminedthepositionoftheaircraft.Acontributingfactorwastheerroneousnavigationofthepilotwhichonatleasttwooccasionsledhimtobelievethathewasfarthersouththanheactuallywas."
4/28/1947,23:13,"NearVancouver,BritishColumbia,Canada",TransCanadaAirLines,3,Lethbridge-Vancouver,Lockheed18Loadstar,CF-TDF,18-2248,15,12,3,15,12,3,0,"TheaircraftdisappearedwhileenroutefromLethbridge,AlbertatoVancouver,BritishColumbia.ThelastknownpositionwasoverVancouverAirport.ThewreckagewasdiscoveredandidentifiedinSeptember1994inaremotearea,10milesnorthofVancouvernearMt.Seymour."
5/29/1947,19:05,"LaGuardiaAirport,Queens,NewYork",UnitedAirLines,521,NewYorkCity-Cleveland,DouglasC-54B,NC30046,18324,48,44,4,43,41,2,0,"Theaircraftoverrantherunwayduringanattemptedtakeoff,crashedandcaughtfire.Eitherthefailureofthepilottoreleasethegustlockbeforetake-offorhisdecisiontodiscontinuethetake-offbecauseofapprehensionresultingfromrapiduseofashortrunwayunderapossiblecalmwindcondition."
5/30/1947,17:41,"PortDeposit,Maryland",EasternAirLines,605,Newark-Baltimore-Miami,DouglasC-54B-15-DO,NC88814,18380,53,49,4,53,49,4,0,"WhileonapproachtoBaltimoreat4,000ft.,theplanesuddenlywentintoanosedive,invertedandcrashed.Possibleproblemswiththeelevator.Theofficialcausewasneverdetermined."
6/13/1947,18:16,"Leesburg,Virginia",PennsylvaniaCentralAirlines,410,Pittsburgh-WashingtonD.C.,DouglasDC-4(C-54-DO),NC88842,3112,50,47,3,50,47,3,0,"TheaircraftcrashedintoaridgeatLookoutRock,8milesSEofCharlesTown,WVduringarainstorm.Theactionofthepilotindescendingbelowtheminimumenroutealtitudeunderconditionsofweatherwhichpreventedadquatevisualreferencetotheground.AcontributingcausewasthefaultyclearancegivenbyATC."
6/19/1947,23:40,"AlMayadin,Syria",PanAmericanWorldAirways,121,Karachi-Istanbul,Lockheed049-46-21Constellation,NC88845,2045,36,27,9,14,7,7,0,"WhileonaflightoriginatinginNewYorkandmakingitsinauguralwestboundflightofround-the-worldservice,theaircraft'sNo.1enginefailedhalf-wayonalegfromKarachitoIstanbul.Duetoclosedairportsandinadequaterepairfacilities,thepilotchosetocontinuetoitsdestination.Severalhourslater,theremainingenginesoverheatedandtheNo.2enginecaughtfirecausingtheplanetocrash.GeneRoddenberry(creatorofStarTrek)wasadeadheadingPanAmpilotaboard,whohelpedrescuemanyofthepassengers.ThecrashwasblamedonPanAm'sfailuretoreplacetheNo.2enginewhichhadexperiencedseveralproblemsearlier.AfirewhichresultedfromanattempttofeathertheNo.2propellerafterthefailureoftheNo.2enginethrustbearing.TheaircraftwasnamedClipperEclipse."
10-08-1947,7:55,"NearElPaso,Texas",AmericanAirlines,311,NewYorkCity-Dallas-LosAngeles,DouglasDC-4,NC90432,10314/DC45,54,49,5,0,0,0,0,"Whilecruisingat8,000ft.inclearweather,theaircraftwentintosteepdivewhichtheco-pilotwasabletopulloutofat350feetfromtheground.Asaprank,acaptainridinginthejumpseat,engagedthegustlockinflight.Thecommandpilot,notknowingthegustlockwasengaged,rolledtheelevatortrimtabwithnoresponse.Whenthejumpseatcaptaindisengagedthegustlock,theaircraftwentintoasteepdive,executedpartofanoutsiderollandbecomeinverted.NeitherthecommandnorjumpseatcaptainhadseatbeltsonandtheyaccidentallyfeatheredNo.1,2and4engineswhentheyhitthecontrolswiththeirheads.Noonerealizeditatthetimebutthefeatheringreducedpowerandallowedtheco-pilot,whowasstrappedin,topulloutofthedive."
10/24/1947,12:29,"BryceCanyon,Utah",UnitedAirLines,608,LosAngeles-NewYorkCity,DouglasDC-6,NC37510,42875/17,53,48,5,53,48,5,0,"Firewasreportedonboardtheaircraftbeforeitcrashed.Analmostidenticalaccidentwiththesamecauseoccurredon11/11/47.TheflightcrewtransferredfueleitherintentionallyorinadvertentlyfromtheNo.4alternatetankstotheNo.3alternatetanksandfailedtostopthetransferprocessintimetoavoidoverflowingtheNo.3alternatetank.GasolineflowedthroughtheNo.3alternateventline,outthevent,andwascarriedbackbytheslipstream,enteringthecabinheatercombustionairintakescoop.Whenthecabinheatercameonanexplosionandfireoccurred.Thefirewasfueledbymagnesiumflaresstroredinthecabinheatercompartment.Causedbyadesignflawintheaircraftwhichallowedventedfueltobecarriedbackintothecabinheaterairintake."
10/26/1947,19:30,"NearMt.Hymettus,Greece",ABAerotransport,1629,Istanbul-Athens-Rome-Geneve-Copenhagen-Stockholm,DouglasDC-4-1009,SE-BBG,42930/45,44,36,8,44,36,8,0,"TheaircraftcrashedintoMt.HymettuswhileonapproachtoHassaniAirportinasevererainstorm.Thecaptain,JohnDouglas,probablytriedtoforcethelandingduetotheweatherconditions,whenthebellyoftheaircrafthitthesummit,resultinginlossofcontrol,crashandfire.ThepilotdidnotproperlyfollowIFRprocedures.Thewreckagewasfoundthenextmorningwiththecorpsesofthevictimsplundered(thevictim'spocketswerefoundtobeturnedinside-out).Theaircraftwasnamed""Sunnan."""
10/26/1947,13:45,"AnnetteIsland,Alaska",PanAmericanWorldAirways,923,Seattle-Juneau,DouglasDC-4A,NC88920,10317,18,13,5,18,13,5,0,TheaircraftcrashedintoTamgasMountainafterabandoninganapproachtoAnnetteIslandbecauseofextremeturbulenceandradioingitsintentionstoproceedtoJuneau.Possiblesevereturbulenceoricing.Officialcauseunknown.TheaircraftwasnamedClipperTalismanII.
11/30/1947,14:25,"Seattle,Washington",AlaskaAirlines,9,Anchorage-Seattle,DouglasC-54A,NC-91009,7453,28,25,3,8,7,1,1,"TheplaneattemptedtolandatSeattle-TacomaAirportbutabortedthelandingbecauseoflowceilingandvisibility.Duringasecondlandingattempt,theaircrafttoucheddown2,748feetbeyondtheapproachendofRunway20,ranpasttheendoftherunway,hitanautomobilekillingoneperson,crashedintoaditchandburstintoflames.Causedbythelandingoftheairplanetoofarfromtheapproachendofawetrunwayandataspeedtoogreattoaccomplishafullstopontherunway."
12/18/1947,9:30,"Krasnoyarsk,Russia",Aeroflot,6,Krasnoyarsk-Omsk,IlyushinIL-12,CCCP-L1343,30049,25,20,5,9,3,4,0,Crashlandedduetoenginefailureafteranattemptedgo-around.
1/13/1948,4:36,"OxonHill,Maryland",EasternAirLines,572,Atlanta-WashingtonD.C.,DouglasDC-3-201F,NC28384,4092,9,6,3,5,3,2,0,"Theaircraftcrashedduringapproach,5.2milesshortoftherunway,inpoorweatherconditions.FailureofthecrewtofollowprescribedproceduresandmaintainasafealtitudeduringanILSapproach."
03-10-1948,22:58,"Chicago,Illinois",DeltaAirLines,700,Chicago-Miami,DouglasDC-4,NC37478,18390,13,9,4,12,8,4,0,"Duringtakeoff,theaircraftwentintoanearverticalclimbtoanaltitudeof500-800feet,stalledandcrashed.Lossoflongitudinalcontroloftheairplaneforreasonsundetermined."
03-12-1948,21:14,"Mt.Sanford,Alaska",NorthwestOrientAirlines,4422,Anchorage-NewYorkCity,DouglasDC-4(C-54G-1-DO),NC95422,35966/DO360,30,24,6,30,24,6,0,"OnacharterflightfromLunghwaAirport,ShanghaitoLaGuardiaAirport,NewYorktheplanecrashedintothewesternslopeofMt.Sanfordatanaltitudeof11,000feetaftertakingofffromAnchorage,Alaska.Pilot'sfailuretoseeMt.Sanfordduetoobscuringcloudsorauroraborealiswhileflyingacourseofftheairway."
6/17/1948,12:41,"MountCarmel,Pennsylvania",UnitedAirLines,624,Chicago-NewYorkCity,DouglasDC-6,NC37506,42871/12,43,39,4,43,39,4,0,"Theplanecrashedafteranin-flightfireincargohold.Thecrewdischargedcarbondioxideextinguishersintothecargoholdinresponsetothefirewarning.Whentheplane'snosewasloweredforanemergencydescent,thecarbondioxide,beingheavierthanair,accumulatedinthecockpitandasphyxiatedthecrew.Theaircraftcrashedthroughhighvoltagelinesandexplodedonahillside.Afterthecrashesof10/24/47and11/11/47,wereadesignflawallowedventedfueltoentertheintakeforthecabinheatingsystem,theCAAalsoorderedcarbondioxideextinguishersinstalled.EarlCarroll,U.S.theatricalimpresariokilled.Douglasaircraftcompanyknewofthecarbondioxidedangeraftertwoofitstestpilotswerealmostovercomeduringtestflights.TheysuppressedreportstotheCAAwhichresultedinonlyawarningbeingaddedtotheflightmanual.TheaircraftwasnamedMainlinerUtah."
7/29/1948,9:15,"BuenosAires,Argentina",ALFA,343,Rosario-BuenoAires,ShortSandringham2(flyingboat),LV-AAP,SH-02C,24,18,6,18,16,2,0,CrashedandsankneartheshoreoftheRiverPlatewhileattemptingtolandinfog.Piloterror.Attemptingtolandatopwaterinconditionsoffogandpoorvisibilitywhichwerebelowtheprescribedminima.
08-01-1948,23:55,"1,200milesoffDakar,AtlanticOcean",AirFrance,72,Fort-de-France-Port-Etienne-Paris,Latecoere631(flyingboat),F-BDRC,6,52,40,12,52,40,12,0,"DisappearedintheAtlanticonaflightfromFort.deFrance,MartiniquetoPortEtienne,Mauritania.TheUnitedStatesCoastGuardcutterCampbellreportedfindingdebrisonAugust4withnosurvivors."
8/29/1948,17:05,"NearWinona,Minnesota",NorthwestOrientAirlines,421,Chicago-Minneapolis,Martin202,NC93044,9165,37,33,4,37,33,4,0,"Crashedfollowingtheseparationoftheleftwingaftertheaircraftenteredathunderstorm.Lossoftheouterpaneloftheleftwingwhichseparatedasaresultofafatiguecrackwhichwasinducedbyafaultydesignofawingflange,aggravatedbysevereturbulenceofthethunderstorm."
09-02-1948,20:15,"NearQuirindi,Australia",AustralianNationalAirways,331,Brisbane-Sidney,DouglasDC-3,VH-ANK,9999,13,10,3,13,10,3,0,"StrayedoffcourseandstruckSquarePeakMountainatanaltitudeof4,600feet."
9/30/1948,12:50,"Balkhash,Kazakhstan",Aeroflot,60,AlmaAta-Balkhash-Karaganda-Moscow,LisunovLI-2,CCCP-L4304,18423902,15,11,4,15,11,4,0,"Afewminutesaftertakeoff,whileclimbing,theaircraftflewintocloudsandcontrolwaslost.Theaircraftbankedrightandlostaltitudecrashinginanisolatedarealocatedabout39kmnorthwestofBalkhash"
10/27/1948,16:50,"NearEdmonton,Alberta,Canada",NorthwestOrientAirlines,6427,Minneapolis-Edmonton-Anchorage-Tokyo,DouglasC-54A,NC88785,10406,5,0,5,2,0,2,0,Cargoflight.Thecaptain'sactioninundertakingsimulatedemergencyproceduresatadangerouslylowaltitude.
1/20/1949,20:05,"Homer,Alaska",AlaskaAirlines,8,Homer-Anchorage,DouglasDC-3C,N91006,20208,6,3,3,5,3,2,0,"TheaircraftdepartedHomeratnightunderVFRconditionscontrarytocompanyandfederalregulations,strayedoffcourseandstrucka3,000ft.mountain,27milesnortheastofHomer.Theactionofthepilotinproceedingoffthedesignatedairwayatanaltitudeinsufficienttocleartheterrain."
07-12-1949,7:43,"Chatsworth,California",StandardAirlines,897R,Albuquerque-Burbank,CurtissC-46E-1-CS,N79978,2936,48,44,4,35,32,3,0,Theplanewasflyinginlevelflightwiththegeardown.Therightwingtipbrushedthesideofahillpullingtheplanearound90degrees.Ithitthegroundandbounced300feetintotheairandcrashed.Pilot'sactionindescendingbelowtheprescribedminimumaltitudewhileexecutinganILSapproach.
7/21/1949,11:35,"Marga,Russia",Aeroflot,5,Krasnoyarsk-Irkutsk,IlyushinIL-12,L1714,83012811,14,8,6,13,8,5,0,Theplanecrashedaftertheleftenginecaughtfire.
7/30/1949,10:45,"Chesterfield,NewJersey",EasternAirLines/Military-USN,557,NewYorkCity-Wilmington,DouglasDC-3-201D/F-6-F-5Hellcat,N19963/BU72887,2260/,16,12,4,16,12,4,0,"MidaircollisionwithaUSNavyF-6F.TheF-6FwasbuzzingasmallprivateaircraftwhichwascruisingbelowtheDC-3.TheF-6FhadpulledupintoaclimbingturnandcollidedwiththeDC-3.AllfifteenkilledontheDC-3,andoneontheF-6F.RecklessconductoftheNavypilotinperformingaerobaticmaneuversonacivilairway."
11-01-1949,11:45,"Arlington,Virginia",EasternAirLines/Military-BolivianAirForce,537,Boston-WashingtonD.C.-NewOrleans,DouglasC-54B/P-38,N88727/NX26927,18365/,55,51,4,55,51,4,0,"Midaircollision.TheP-38hittheairlinerfromabove.BothplanescrashedintothePotomacRiver.ThepilotoftheP-38survivedandwasaccusedofcausingtheaccidentbyexecutingastraightinapproachwithoutproperclearance.Hewaslatertriedandclearedofthecharges.ATCerror.GeorgeBates,U.S.RepresentativefromMassachusettsandMichaelKennedy,U.S.RepresentativefromNewYorkkilled.HelenHokinson,56,cartoonistfortheNewYorkermagazine,alsoamongthedead."
11/29/1949,5:49,"Dallas,Texas",AmericanAirlines,157,NewYorkCity-MexicoCity,DouglasDC-6,N90728,42895/58,46,41,5,28,26,2,0,"Duringapull-upforago-around,afterattempingalandingapproachwiththeNo.1enginefeathered,theNo.4enginelostpowerthencameonwithasurge.TheflightengineerfeatheredtheNo.4enginewithoutinstructionsfromthecaptain.Theaircraftstalled,thencollidedwithwiresandabuilding.Crew'simproperhandlingoftheaircraftafteranenginefailed."
12-12-1949,20:45,"Washington,D.C.",CapitalAirlines,500,NewPortNews-WashingtonD.C.,DouglasDC-3-313A,NC-25691,2556,23,20,3,6,4,2,0,"Theaircraftcrashed1,875feet,shortoftherunwaythreshold,intothePotomacRiverwhileapproachingWashingtonNationalAirport.Immediatelybeforetheaccidentandduringtheexecutionofaninstrumentapproach,theaircraftwasstalledattoolowanaltitudetoeffectrecovery."
